GID_1,GID_2,POP_ZONE,YEAR,LLPC,LLPC_PCT_CHANGE,LOG_LUMINOSITY_SUM,LUMINOSITY_PCT_CHANGE,AVG_TEMP_PCT_CHANGE,MAX_TEMP_PCT_CHANGE,APPC,APPC_PCT_CHANGE,POPULATION,POP_PCT_CHANGE,ECON_SCORE,ENVR_SCORE,NAME_1,REGION_NAME,NAME_2,COLOR
VNM.17_1,VNM.17.7_1,rural,2019,9.170666415095413e-05,12.036837293891288,8.061399084066686,29.996866427386436,0.5437716091468037,-2.289324214674693,0.001068707397055048,-12.256909117727478,87904.1796875,8.478280549835482,87.38006225306935,69.24829634301756,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,total,2019,5.090553168288698e-05,,9.65292145171488,19.604253802688177,0.454139626720651,-1.6151250968500674,0.000619652884385193,,189624.214355469,,,,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,total,2016,4.854604057197318e-05,-4.63503873333867,8.736933785772694,4.772848032599142,1.1330844748699498,-0.5652591476883684,0.000717810447146821,15.84073361637266,179972.118896484,-5.090117573745734,48.038465039022505,66.6823175142151,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,total,2017,4.9133040332539736e-05,1.2091609401106096,9.005687998650066,30.8333529990384,-2.9629655538825683,-3.473959995562226,0.0006392464710059054,-10.944947437473862,183291.893554688,1.844604974681352,69.87401151092602,61.81233510376025,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,total,2018,5.080543280814536e-05,3.4038041698348565,9.473903229906819,59.714112038688015,1.6395351501403699,7.1404760172088855,0.000630280485491283,-1.4025866268004061,186474.215576172,1.7362044549638078,78.73643941319523,30.720792717848695,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,total,2015,4.919528599204463e-05,-1.5610594431542002,8.690309317100217,1.7444030390569853,1.328385794448117,-2.3111602041998136,0.0006777593840387024,-4.663680901323808,176649.228515625,1.7883728153301748,69.8792889883321,56.3000350220788,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,urban,2016,8.687809020346802e-05,,8.557332721665407,4.352864394879674,1.2547722066611255,-0.423699752014739,0.00026285237176794515,,98498.16796875,,,,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,urban,2017,8.661080623249288e-05,-0.3076540590949528,8.814655792284896,29.346293913730026,-2.986877636055707,-4.798124440373652,0.0002309198963898015,-12.148444833640193,101773.1640625,3.324930972106044,69.98414280763957,56.63732115669199,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,urban,2018,9.00964810643169e-05,4.024526480526314,9.266558574125968,57.12991823383102,1.6127113713844121,8.07663810136463,0.0002290783688485032,-0.7974746091994334,102851.50390625,1.0595522441336103,69.62347366591854,27.911172442351138,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,urban,2019,9.028108516004274e-05,0.2048960109708009,9.425329068325972,17.206891919526356,0.40925539666381017,-1.1107535203976227,0.00022563898622185417,-1.501399998584585,104399.8203125,1.5053901473927933,65.93805472075795,78.003698690446,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.7_1,urban,2015,8.904831218674346e-05,-0.7803517587319453,8.514724824627972,-1.9018976489701522,1.2820895011661948,-2.3649873383298603,0.0002514181417127596,-3.119161663266401,95619.16015625,0.5597097623519565,47.30014813556528,66.82800682707395,Dong Nai,South East,Tan Phu,#F6A91B
VNM.17_1,VNM.17.8_1,rural,2019,0.00019282478049726268,5.728238945387876,9.18039834457986,1.4043765461054125,0.8928835131300605,0.9796482211408941,0.00043501047522630145,-14.511989078746268,47610.0546875,10.035077468536002,72.63316792122808,55.503945105499064,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,rural,2018,0.0001956244063154497,1.4519014677300435,9.166452279138092,16.000060306316644,1.044308138571326,3.8208392138355807,0.0004437299156766071,2.004420800618556,46857.40625,-1.5808602666814608,56.50544544766922,33.998501206431285,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,rural,2017,0.00019872099573098927,1.5829259108632199,9.018031754137914,36.793545037991926,-2.1583188173834644,-3.4760406811060296,0.0004610939869781969,3.913207265981322,45380.3671875,-3.1521997923220524,60.30648289060473,55.9167085846823,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,rural,2016,0.0001889662883760745,-4.908745207838949,8.704729121445617,16.26100810626898,0.8885544528098643,3.16685513507613,0.0004899017888672894,6.247707127539415,46064.984375,1.5086197620908237,73.18564666222572,25.570470321953998,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,rural,2015,0.00018836569729739118,-0.3178297482819059,8.554061574062118,94.04664425064956,1.324873625997225,-1.4564791952543454,0.0004734860970322404,-3.3508127971943136,45411.9921875,-1.4175456615467485,68.63519768462406,59.53737569093653,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,total,2016,5.817463556109178e-05,,9.997489565050895,13.7438837311874,0.903289691287168,3.3213205350692387,0.00026094853445822973,,171853.067382813,,,,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,total,2015,5.8599358814044916e-05,1.6024436581335566,9.868710464049707,-42.53480159836499,0.2685206567846432,-3.2859113150393915,0.00025378976189816883,-4.139253810860866,168409.87109375,1.916312649130547,62.97773206278851,57.38476564512592,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,total,2018,5.8475231044566656e-05,-0.21182444994348737,10.422701130658258,-3.566109621604374,-0.900439653882823,-1.006851349822968,0.00023182588636248174,-8.654358383652971,178241.298828125,5.837797790903876,74.60938595542748,35.591041554298435,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,total,2019,5.771538912730469e-05,-1.299425250124886,10.459013616870703,-2.759697820301954,-0.14221594474838062,3.3539052884999476,0.0002271306792171287,-2.02531616249777,181217.068359375,1.6695174186984962,67.91929182363619,53.30177392035831,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,total,2017,5.879587361767559e-05,1.87209080057944,10.30311644508541,116.55734937455757,0.014008155474476425,-1.8285339114381904,0.00023729239637826656,4.47395182199215,175235.366210938,-3.300849198473166,64.72181928781994,53.14117284450637,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,urban,2016,7.715568601488325e-05,,9.676641604884777,12.818733127515669,0.9106608475977218,3.3213205350692387,0.0001776239687651084,,125417.08984375,,,,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,urban,2015,7.79204817616879e-05,0.9912370510931856,9.556029391772148,27.293322133091547,1.3279520888708207,-1.4864032367055136,0.00017317897154372293,-2.502476018460986,122638.22265625,-2.2157005803292273,60.95460007144481,60.017397041895684,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,urban,2017,7.71136688279726e-05,-1.0354311414332185,9.979332296224715,35.349575173252454,-2.1898356011544773,-3.550683791999265,0.0001596237819468035,-7.827272258339479,129410.6796875,5.522305268752081,82.3859612999131,44.596230772788076,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,urban,2019,7.604491502727456e-05,-1.3859459897858528,10.132737781410498,4.61077157051768,0.9164950304999975,1.0170919538896372,0.00015346507109685606,-3.8582664655821164,133246.75,2.96426100362297,68.10547855034774,65.37524083458742,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.8_1,urban,2018,7.697361797846268e-05,1.2212558207935764,10.08766144238407,11.441449027622408,1.0399697850850043,3.7578956053856194,0.00015664249211460262,2.0704522501678646,131053.4921875,-1.6460122385724252,54.596318441811455,36.50487357460574,Dong Nai,South East,Thong Nhat,#F6A91B
VNM.17_1,VNM.17.9_1,rural,2019,0.00020705364433755427,,9.86457589684428,-5.411073100390262,0.9941867816480876,1.2851866723202265,0.0004500635053178861,,47642.609375,,,,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,rural,2018,0.0002111758294993144,1.990877859188922,9.920205665426801,59.50245212273133,1.053129344226833,3.523385154215064,0.00045888451264773763,1.9599472575811516,46976.046875,-1.399088985142305,67.13643239869457,34.76728765548218,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,rural,2017,0.000205254635964317,-2.803916314208965,9.45331655549794,27.43549089057824,-2.2283838445877335,-3.913001460389054,0.00046923274823445945,2.255084950898234,46056.53125,-1.9574138016482445,61.54407011721832,55.95406653853029,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,rural,2016,0.00019818382179219007,-3.4448986445091423,9.210876458724751,87.38356787506125,0.8122039989555851,3.482725129834674,0.0005077431093801233,8.207091531987775,46476.4296875,0.9117022626405458,79.9872322816367,28.706664750804215,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,rural,2015,0.00019004824292230486,-4.10506710200389,8.582888963517934,25.916097123082626,1.3421930062897935,-1.6280149704368085,0.0004948734667121883,-2.5346759867695523,45161.6328125,-2.828954125436234,56.624446232289884,60.307375422360586,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,total,2019,3.8611685074405794e-05,,11.396241357207987,-0.009687139619773966,-0.1786345831608971,3.511158397599301,0.0001999394496883955,,295150.064941406,,,,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,total,2017,3.876846149585659e-05,0.4060336168926204,11.039920549257303,-23.546054182566532,9.117179201256032,2.3947004609803146,0.00020881026198673255,4.436749381956484,284765.505859375,-3.518399727979926,49.85997379626597,38.597706948740374,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,total,2015,3.87957419187546e-05,0.07036756643263864,10.63464787632818,-33.32050308694136,1.5130432388379411,0.5400496248001652,0.00022451246064645526,7.519840505118669,274118.945800781,-3.7387112692825797,52.92571347560867,51.47895971167955,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,total,2016,3.907043737793702e-05,0.7080556927038018,10.922738348289611,53.84774743755627,2.1512392957484527,1.9267854856258149,0.0002327864985904279,3.685335735998163,279565.294921875,1.9868561456719558,90.80070081230517,32.91328423791354,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,total,2018,3.926975833804131e-05,0.8017048497723112,11.384375614260746,,,,0.00020468597103594636,-12.758220568919398,289901.850585938,7.6428853995382795,,,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,urban,2018,4.565703124522741e-05,,11.12137508977985,36.39280412356649,1.0770139232296083,3.2601591703909527,0.00015510736652304022,,243585.15625,,,,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,urban,2019,4.494124944564589e-05,-1.5677361844597337,11.152685767684584,3.1806013426672664,1.042255612380516,1.55228948595727,0.00015139152270990833,-2.395659146582141,248161.453125,1.8787256766595428,71.72380908703417,62.84595283210007,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,urban,2017,4.5168977341842004e-05,0.5067235535396897,10.811006287442536,9.127050872801878,-2.287706962045555,-4.014379960054271,0.00015814066568052833,4.4580719249072365,239345.828125,-3.552374830574323,59.94288648610644,60.65714910782891,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,urban,2015,4.567854593541753e-05,-0.4424260093906174,10.497126130961014,13.927035932582111,1.346445273233643,-1.6365851063952275,0.00017055113790329077,-4.244327559186212,229804.296875,1.7077350739798325,77.86047778091425,58.37727642731183,Dong Nai,South East,Trang Bom,#F6A91B
VNM.17_1,VNM.17.9_1,urban,2016,4.582868284190757e-05,0.32868144862210347,10.723663665653174,25.424968682627245,0.7871811240759641,3.622658481179597,0.0001772711399107945,3.940168380063369,233994.5859375,1.823416324012106,85.27718180097179,22.42071571537645,Dong Nai,South East,Trang Bom,#F6A91B
VNM.18_1,VNM.18.10_1,rural,2015,0.0001264439114847433,,6.49425412679003,5.669567633228922,1.7096000824384783,1.6327784286080727,0.0009347606802037528,,51360.75,,,,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,rural,2018,0.00014130048652444605,14.106325248522623,7.278543712191404,71.16708134291127,1.2357930549479645,3.5638865332391134,0.0008279875473502585,-5.5204992395875845,51511.1015625,-0.9375400964749314,62.116451652147234,26.580368469674443,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,rural,2019,0.00014269600452312684,0.9876243408683205,7.372215162931836,9.819887421137352,1.493817380658613,4.563467500108764,0.0008183657845159657,-1.1620661282992217,51663.78125,0.2964015190293434,56.64861662950482,55.391333330385336,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,rural,2016,0.0001321456074705485,-7.393617703478473,6.7950685732311,35.09586430955471,0.1708213485168697,1.9261586262292019,0.0008931278510412834,9.135531804954034,51421.0703125,-0.4697893410579579,60.877162437675366,46.22147648390229,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,rural,2017,0.0001315989956954826,-0.4136435448205966,6.7410737348359016,-5.256300321547103,-3.2389264249868543,-8.710349522701687,0.000831919492097992,-6.853258340553325,51224.35546875,-0.3825568829168846,45.966834800046826,68.47272164673606,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,total,2018,8.739514597177221e-05,,8.251636955700308,54.141345963431434,1.2316165353229769,3.6309993965029985,0.0006476506369343642,,94417.5659179688,,,,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,total,2015,8.056415634826047e-05,2.1234393793671424,7.561933731620887,20.544747063852455,1.704738462417077,1.6141460352050663,0.0007335679558089483,5.008559844334792,93862.2592773438,0.4015756813529947,54.75525704106056,52.13833911466732,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,total,2016,8.33839545564102e-05,3.500065458341539,7.840237277254349,32.08870858692276,0.17763286658014632,1.9426304185343524,0.0007000477642779048,-4.569473252696654,94025.7309570313,0.1741612453675101,52.349257093449225,45.441422037607566,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,total,2019,8.863298250984823e-05,6.295009611096103,8.377210869153135,13.379896886011888,1.5022109603478384,4.600588852746235,0.0006414100003985826,-8.376251860443663,94515.7280273438,0.5211308280458127,50.05121401561216,43.19683367896375,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,total,2017,8.297049244287181e-05,-6.388694035369113,7.818937129292653,-2.1074901902892296,-3.239460221218904,-8.719434429310313,0.0006481946402871968,1.057769583323953,94237.564453125,-0.2943040063536517,30.664802770109027,84.40017284153103,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,urban,2017,0.0001748981673409257,,7.403543141229,-0.3995372308080225,-3.2397270457045435,-8.719434429310313,0.0004363067715194208,,42330.593017578125,,,,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,urban,2016,0.00017688362992841674,1.1352106300924314,7.407546516360306,30.488990366461866,0.1810380333158168,1.9426304185343524,0.0004750992717450579,8.891106615316513,41878.07836914063,-1.0690014388638036,45.87855745566985,51.406158542506205,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,urban,2015,0.0001709243704583379,1.4616425087732754,7.141427844152531,30.11245012403625,1.7023082493897945,1.6141460352050663,0.0004988757763354725,3.198838666976389,41781.21484375,2.331285593705834,54.68375679787364,63.927852783673906,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,urban,2018,0.00018411993906018286,7.720121224644982,7.777382026612276,45.33029832403488,1.2295288343342925,3.6309993965029985,0.0004379274911372928,-12.217126605320406,42240.84619140625,1.1000909125671532,53.47584421051601,29.667586472750788,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.10_1,urban,2019,0.00018773934575630933,1.9657874723407298,7.9217944776065785,15.536053986931563,1.5064068867540525,4.600588852746235,0.0004347089265158662,-0.7349537735272138,42195.70727539063,-0.1068608233156132,44.90209937358706,60.83325422320651,Dong Thap,Mekong River Delta,Tan Hong,#00AAAE
VNM.18_1,VNM.18.11_1,rural,2018,0.00014261182803902283,,6.731700548151462,57.08465757259822,1.1731132074409345,2.9780865385810706,0.0007421981156056159,,47202.9609375,,,,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,rural,2019,0.00013907923204852817,-2.477070828604788,6.517121340457484,-19.311910197454207,1.3753647327678475,4.755724779516801,0.0007463771300645518,0.5630591577999278,46859.0546875,-0.728569232034737,32.87670371674295,58.118091094820755,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,rural,2017,0.0001334339789039878,-4.059019496577743,6.280085853910589,-20.047493413401916,-3.17172112673314,-9.018318445255868,0.000744324396241831,-0.27502635598484204,47065.1171875,0.4397495881515612,43.05101007273338,75.52234416636705,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,rural,2015,0.00013279538474272328,2.7998685725815875,6.312891322664064,14.455364559242723,1.662575966805413,0.9394253587667656,0.0008047615646672987,4.19245396439043,47538.484375,-0.5976790378457109,46.6998579011159,61.59858110896687,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,rural,2016,0.00013733228765276935,3.4164612865393185,6.503823249182748,21.037705469697478,0.2952838749152198,3.011796326097027,0.0007793298964634555,-3.1601494554920784,47358.296875,-0.3790350120938202,54.81665960152608,30.306423819962397,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,total,2015,5.3324811211780414e-05,,8.723949737549509,-8.482238765397865,-0.3303950417630763,-2.923739254641089,0.0004684954131444441,,163600.19921875,,,,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,total,2016,5.3732382426635355e-05,0.7643181580826663,8.812586858239818,24.047576180596984,1.976186756386289,3.9795152633055553,0.0004501398737561772,-3.9179763287474523,164008.861328125,0.24979316121038764,66.71232565018545,29.554492367249797,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,total,2017,5.3172846041383935e-05,-1.0413392445708047,8.749485807940578,2.586490895154081,-2.850548150477561,-6.2781355027688,0.0004254687838954884,-5.480760825478903,164548.006347656,0.32872920107185344,51.703593654952975,70.53128219090355,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,total,2019,5.408870848242105e-05,2.6038418303557354,8.941030611391561,1.5847625186682812,0.2824976790999356,4.4202443007208325,0.0004223645355127201,-7.0125918901039475,165303.089355469,1.361351222534779,58.791369676976466,47.786985566885306,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,total,2018,5.449123773442056e-05,0.7442020031414476,8.990904002776954,5.113800482438258,-1.3609688747370896,-4.539823278896071,0.00042417254245918397,0.42806788791323047,164997.243164063,-0.18502146124342866,54.738736618889284,67.59726979702991,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,urban,2015,7.425919770704585e-05,0.8235577414590134,8.630125050408981,13.432015152303102,1.6275910932961768,0.9645236135567448,0.00033031639903078794,2.7014102409441687,116216.244140625,0.6530971286115905,60.05111051712552,62.570616718235264,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,urban,2016,7.456783498944687e-05,0.41562162254782375,8.708075753439024,8.106936391250464,0.34962247443675043,3.1235804537340206,0.000316135979928264,-4.292980652529521,116780.58984375,0.48559967438126517,58.63570391872279,31.4579591910719,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,urban,2017,7.369203603789615e-05,-1.1744996373767136,8.661225921475944,-4.576931821999796,-3.17142701648222,-9.078677859957097,0.0002975997391209664,-5.863375883853439,117532.7265625,0.6440597018360084,46.02132622877547,74.30396514556475,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,urban,2018,7.538441791991898e-05,2.2965600803219965,8.880744099233537,24.54764877196314,1.1533381236434215,2.84425876386869,0.00029669717820614955,-0.3032801431489207,117806.09765625,0.23259146770888695,59.82360730045989,39.55505685325415,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.11_1,urban,2019,7.474003461166039e-05,-0.8547964235037564,8.848428612732183,-3.1798920480419657,1.38194057711154,4.651701587862722,0.00029430856553893124,-0.805067537770332,118389.41015625,0.49514627137727807,47.36620607420916,55.94068126243197,Dong Thap,Mekong River Delta,Thanh Binh,#00AAAE
VNM.18_1,VNM.18.12_1,rural,2018,0.000103045691007675,,8.130720423447432,46.526633238011364,1.1594545754260333,2.860717374469446,0.000959442321429668,,78904.03125,,,,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,rural,2017,9.801442354206775e-05,-4.882559781400775,7.748683400654951,-4.788830042314396,-2.974016634591281,-7.487861492908365,0.0009482525783107201,-1.1662757488406394,79056.5625,0.193312366407139,62.51056135511094,72.65154431061595,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,rural,2019,0.0001059034011373554,8.048792524808036,8.396264889044023,30.414084233363425,1.2539098186648223,4.409817043746278,0.0009531707367416714,0.5186548967483828,79282.296875,0.2855352773528441,74.87789680743461,61.71715377946832,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,rural,2016,9.8486557905993e-05,3.6664007295697187,7.797756320240229,5.089638916212325,0.14516092539889058,1.8751478469406946,0.0010148427159532424,3.1502900323128413,79175.84375,-1.8197790581061413,59.044641595510605,39.95989219932098,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,rural,2015,9.769683125962863e-05,-0.8018623689927118,7.748112816304835,9.059311953938076,1.9066934668294788,2.091538701439899,0.001054376558911251,3.895563552513104,79307.71875,0.16655963959968378,64.93514126300832,54.404485673031665,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,total,2015,6.459783198667203e-05,,9.26599843566092,4.076014423478869,-0.1798378298185077,-1.7716735606342349,0.0008416820760455651,,143441.322265625,,,,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,total,2019,6.647160526933332e-05,2.9006751852723056,9.608021858346563,,,,0.0007557055827928146,-10.21484188622499,144543.25,0.7682080149362003,,,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,total,2016,6.417801064225315e-05,0.09235112315277849,9.22604708157268,1.093418788951106,3.0256118618843697,7.8918362998877445,0.0008082800557781051,0.7226815323555735,143757.137207031,0.5604875851245028,61.15093631254408,27.763534585805587,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,total,2017,6.396104445896031e-05,-0.3380693497999965,9.215172239707082,-18.175918654640466,-1.142962436200845,-2.599060459664515,0.0007525063154001533,-6.900298971779062,144074.76171875,0.22094521210560547,46.599831547424074,56.219349261882314,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,total,2018,6.521896594119133e-05,1.9666994072277122,9.415770832436525,-25.339455310307677,-0.9599613677743868,1.2622598109109484,0.000757965375977789,0.7254504667821848,144371.666992188,0.20607722677867812,47.500835644179794,52.12179153963547,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,urban,2019,0.00014006371112737902,,9.254760184918723,17.670763155561463,1.2009477619126407,4.076097652564181,0.0005094466162004925,,66075.3603515625,,,,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,urban,2017,0.00013608077248800513,-2.8436620787176348,8.952982860941155,0.08729552317621181,-2.918075421878241,-7.206587842780266,0.0005084362315033819,-0.1983298475208617,65791.681640625,-0.429326014157394,39.650200129569455,83.44053408131515,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,urban,2016,0.00013706058783184054,0.720024824904475,8.95211028651321,-6.443559238888852,0.19772010542864482,1.6851481456198414,0.0005487904961620931,7.93693725157798,65314.9853515625,-0.7245540426620622,40.93913674512526,52.29080728352197,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,urban,2015,0.00013921686337617744,-1.7126389866699676,9.018715573822854,10.908899392199768,1.890436282227892,1.9285597669286503,0.0005728618047971685,1.919154899801656,64781.775390625,2.9240967939161866,60.00733183615657,59.50531129573095,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.12_1,urban,2018,0.00013717884037157477,-1.4639196396026621,9.09203978889442,14.918951914873668,1.1545347662896166,2.604249286675797,0.0005088230554570163,-11.178743076233932,66278.7333984375,2.3107702726361756,58.41359156291225,35.181088289971825,Dong Thap,Mekong River Delta,Thap Muoi,#00AAAE
VNM.18_1,VNM.18.1_1,rural,2019,0.004011126014537326,,5.539319489611282,3.656414965402277,1.2902110077942064,4.619579238019922,0.00038006032202459323,,1380.9886474609375,,,,Dong Thap,Mekong River Delta,Cao Lanh,#00AAAE
VNM.18_1,VNM.18.1_1,rural,2018,0.003991257701728611,-0.49533005786173145,5.503407947987269,42.661957341526424,1.090615739761458,2.5109531704071486,0.00038200994221862625,0.512976514793051,1378.8656005859375,-0.15373383980407107,34.11649661213285,31.659236539913053,Dong Thap,Mekong River Delta,Cao Lanh,#00AAAE
VNM.18_1,VNM.18.1_1,rural,2017,0.003809680302351999,-4.549377989248116,5.148100236894858,-12.527085060790021,-3.0547393880932416,-9.023729239903666,0.00038912260524024545,1.861905211238879,1351.32080078125,-1.9976421047114834,11.848949717770052,72.0251029810165,Dong Thap,Mekong River Delta,Cao Lanh,#00AAAE
VNM.18_1,VNM.18.1_1,rural,2016,0.003767556124124321,-1.1057142564343647,5.2819412209897605,2.4946995296925234,0.4606621023543367,4.389406816141772,0.0003975050874168984,2.1542007747089364,1401.9542236328125,3.746958000075873,36.59818526817255,21.351006050560947,Dong Thap,Mekong River Delta,Cao Lanh,#00AAAE
VNM.18_1,VNM.18.1_1,rural,2015,0.0036048332367746828,1.9447458502981352,5.257300321641934,-5.0537625527546925,1.6711305291725598,0.4588818322659005,0.00039859724467221206,7.649183335923215,1458.4031982421875,-2.865803910250031,12.278754127136708,60.04898831308327,Dong Thap,Mekong River Delta,Cao Lanh,#00AAAE
VNM.18_1,VNM.18.1_1,total,2017,5.984816604016916e-05,0.10633429173414477,10.076012643589415,12.05626953283323,-0.98655932047097,-4.453715177064666,0.00013135308831353516,-6.287688063003682,168359.589111328,1.0351958352919688,66.35849983622666,46.81956196317571,Dong Thap,Mekong River Delta,Cao Lanh,#00AAAE
