GID_1,GID_2,POP_ZONE,YEAR,LLPC,LLPC_PCT_CHANGE,LOG_LUMINOSITY_SUM,LUMINOSITY_PCT_CHANGE,AVG_TEMP_PCT_CHANGE,MAX_TEMP_PCT_CHANGE,APPC,APPC_PCT_CHANGE,POPULATION,POP_PCT_CHANGE,ECON_SCORE,ENVR_SCORE,NAME_1,REGION_NAME,NAME_2,COLOR
VNM.1_1,VNM.1.9_1,total,2014,4.729088898560922e-05,-0.004815790655654517,7.967880223313343,-33.5398957289609,0.09312001404675474,2.2594247178071125,0.0002097204243216271,0.5842544456689858,168486.581542969,-0.4277387749170747,58.87323943661971,24.084507042253524,Tay Ninh,South East,Tan Chau,#F6A91B
VNM.1_1,VNM.1.9_1,urban,2014,6.537359510640458e-05,-0.24649941037176992,7.922312785029554,,,,0.00015776232437421687,12.077316293066588,121185.208984375,-3.890874488446383,58.63570391872279,24.67343976777939,Tay Ninh,South East,Tan Chau,#F6A91B
VNM.10_1,VNM.10.10_1,rural,2014,0.000103400642395013,-4.174623590418259,6.863951137275977,,,,0.0015523614002724,0.2217585241086839,66382.09375,-3.720134732082536,75.29673590504451,70.17804154302671,Binh Phuoc,South East,Phu Rieng,#F6A91B
VNM.10_1,VNM.10.10_1,total,2014,8.167808029959374e-05,-0.4401448803122543,7.792136220307982,-38.73711235837752,1.0526725418297467,3.5367685688961092,0.0012100455642752104,6.090444715491783,95400.5798339844,-1.9387990507987785,38.66197183098592,72.25352112676056,Binh Phuoc,South East,Phu Rieng,#F6A91B
VNM.10_1,VNM.10.10_1,urban,2014,0.0002608790320545142,2.0568057308688825,7.289844953335867,,,,0.00044337004403071045,19.231653721917887,27943.3916015625,-10.607877913007824,29.31785195936139,75.76197387518143,Binh Phuoc,South East,Phu Rieng,#F6A91B
VNM.10_1,VNM.10.11_1,rural,2014,0.0004134690104363557,5.203653158841393,6.944301669067966,,,,0.0006031591391466424,21.527959640760063,16795.216796875,-12.299192491580147,44.95548961424332,40.20771513353116,Binh Phuoc,South East,Phuoc Long,#F6A91B
VNM.10_1,VNM.10.11_1,total,2014,0.00014706524313472507,3.8327500429702566,8.690154871755631,-14.645425099855425,-1.7402046294879403,2.7440949745137333,0.0003211154340151297,11.102948950372404,59090.4736328125,-5.414848416201745,38.80281690140845,40.70422535211268,Binh Phuoc,South East,Phuoc Long,#F6A91B
VNM.10_1,VNM.10.11_1,urban,2014,0.00019865347509357667,12.92621173082711,8.498597421938852,,,,0.0002067315531740022,30.322628091100977,42781.015625,-15.424982332165026,46.371552975326566,36.42960812772134,Binh Phuoc,South East,Phuoc Long,#F6A91B
VNM.10_1,VNM.10.1_1,rural,2014,0.0005983493780772965,4.556191312892066,6.707979181162795,,,,0.0009741904366462416,17.35529383851704,11210.806640625,-8.904180680350882,37.31454005934718,56.82492581602374,Binh Phuoc,South East,Binh Long,#F6A91B
VNM.10_1,VNM.10.1_1,total,2014,0.00014897058607404504,,8.761792089179112,,,,0.00039774804909385644,,58815.5844726563,,39.225352112676056,47.74647887323943,Binh Phuoc,South East,Binh Long,#F6A91B
VNM.10_1,VNM.10.1_1,urban,2014,0.00018559271809073734,10.162050104232279,8.624724875602622,,,,0.00026836978992536066,20.589030370780325,46471.24609375,-11.314918301691401,48.98403483309144,52.39477503628447,Binh Phuoc,South East,Binh Long,#F6A91B
VNM.10_1,VNM.10.2_1,rural,2014,0.00017369525984173916,,5.900206108269316,,,,0.001560030319897119,,33968.72265625,,42.284866468842736,70.32640949554896,Binh Phuoc,South East,Bu Dop,#F6A91B
VNM.10_1,VNM.10.2_1,total,2014,0.00012181264869489415,-2.701461423177154,7.228143037184745,-34.20811153976134,-1.909385474997638,2.4166058462176787,0.0010887803117622002,8.262825599549517,59338.1977539063,-2.8506849761101516,23.098591549295776,69.57746478873239,Binh Phuoc,South East,Bu Dop,#F6A91B
VNM.10_1,VNM.10.2_1,urban,2014,0.0002760289641045046,1.0470557859851626,6.921213457667366,,,,0.00046314842931889763,13.183821264501837,25074.22900390625,-7.165528574699664,25.544267053701013,77.50362844702468,Binh Phuoc,South East,Bu Dop,#F6A91B
VNM.10_1,VNM.10.3_1,rural,2014,6.831827126718289e-05,9.765732952862184,7.671371147806905,,,,0.0018883072573794917,19.136987803744375,112288.71875,-11.99378976609491,90.35608308605342,75.07418397626114,Binh Phuoc,South East,Bu Dang,#F6A91B
VNM.10_1,VNM.10.3_1,total,2014,5.3870412562627023e-05,5.553769908716211,8.291749368340033,-23.229015122776698,-1.5464779990802202,2.888694450269602,0.0015191320739190272,18.97146703162864,153920.287109375,-11.856328830063745,59.647887323943664,77.32394366197182,Binh Phuoc,South East,Bu Dang,#F6A91B
